re,re_index,ion_type,pos,charge,base_ion_spec,truth,candidate_group,in_manual_annotation,in_fragments_selected,manual_row_count,manual_matched_rows,manual_selected_rows,manual_labels_json,manual_best_ion_score,manual_best_gof_confidence,manual_best_peaks_matched,manual_best_ion_corr_score,manual_min_abs_ppm_error,fragments_status,fragments_stage,fragments_label,fragments_variant_suffix,fragments_score,fragments_css,fragments_rawcos,fragments_coverage,fragments_match_count,fragments_unexplained,fragments_missing_core,fragments_interference,fragments_s2n,fragments_ppm_rmse,fragments_fit_score,fragments_correlation,fragments_pc_missing_peaks,fragments_mass_error_std,fragments_obs_rel_int,fragments_abs_anchor_ppm,fragments_raw_candidate,fragments_selected_final,diagnose_best_label,diagnose_reason,diagnose_ok,diagnose_isodec_accepted,diagnose_final_cosine,diagnose_isodec_css,diagnose_raw_cosine,diagnose_abs_anchor_ppm,diagnose_matched_peaks,diagnose_area_covered,diagnose_top_peaks,diagnose_anchor_within_ppm
RE18,18,c,16,2,c16^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c16-OxidizedLoop^2+ | -0.6 ppm | score=0.458 | css=0.757,-OxidizedLoop,0.45815753504826756,0.7572177771697296,0.7572177771697296,0.7583891026324672,3.0,0.4432590377820059,0.22884991726614334,0.06669704391410824,0.5808146489219724,6.134590105351088,0.3243588540580074,0.5803318935414257,50.0,5.065402008036509,0.0001664187737564039,0.5502780706849074,1,1,c16-OxidizedLoop^2+,ok,1,1,0.7572177771697296,0.7572177771697296,0.7572177771697296,0.5502780706849074,3.0,0.7583432286011362,1.0,1
RE18,18,c,17,2,c17^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c17-OxidizedLoop^2+ | 2.5 ppm | score=0.560 | css=0.899,-OxidizedLoop,0.5600002051107259,0.8992171965221311,0.8992171965221308,0.8514170479439517,3.0,0.5499653060976055,0.0,0.42823780506665843,0.8909367691641937,3.510135264988856,0.6278965412239758,0.8253271017093557,57.14285714285714,2.0875547272360144,0.0001388035035531317,2.501874686265152,1,1,c17-OxidizedLoop^2+,ok,1,1,0.8992171965221311,0.8992171965221311,0.8992171965221308,2.501874686265152,3.0,0.2677307737139958,1.0,1
RE18,18,c,21,2,c21^2+,1,tp_selected,1,1,1,1,0,"[""c21 2+""]",2.393,29.37,7.0,5.426,7.84,selected_final,accepted,c21-OxidizedLoop^2+ | 6.9 ppm | score=0.336 | css=0.885 | %H=50 | %2H=0 | +mix,-OxidizedLoop,0.3355022206503302,0.8852322224502442,0.5952225793176411,0.5299761490686271,8.0,0.5760330998070871,0.3512668029178815,0.4132562371340449,1.4272571004218826,15.747859857258472,0.30393272688248263,0.270531904283495,42.857142857142854,11.679238894869517,0.0004205916377458271,6.942290215872454,1,1,c21-OxidizedLoop^2+,ok,1,1,0.8722990850929841,0.8722990850929841,0.8768657008467324,6.942290215872454,7.0,0.4107618897522292,1.0,1
RE18,18,c,23,1,c23^1+,1,fn_missed,1,0,1,1,0,"[""c23 1+""]",10.173,95.01,5.0,8.537,2.62,trace_only,quality_gates,c23-OxidizedLoop^1+,-OxidizedLoop,0.5539616186267232,0.9484854797003085,0.42444936120451154,0.9913515453278235,6.0,0.819,0.0,0.829,5.54,4.55,0.649,,14.3,,0.0007451660882498761,2.7924640293156284,0,0,c23-OxidizedLoop^1+,ok,1,1,0.7520455230213101,0.7520455230213101,0.7521190239657589,8.317553378526299,6.0,0.07443181650117055,0.0,1
RE18,18,c,24,1,c24^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c24-OxidizedLoop^1+ | 6.5 ppm | score=0.610 | css=0.853 | %H=100 | %2H=0 | -mix,-OxidizedLoop,0.6098649869325465,0.8533470921920885,0.4916599713571148,0.9640490432510744,5.0,0.6991302981972607,0.0,0.6845396803644184,272.2740790661671,0.641624866414343,0.46993748840063027,0.8260346556132466,28.57142857142857,0.7203882046569471,0.03300280945298298,6.543176778081113,1,1,c24-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6248267843876052,0.6248277245442614,4.605301671203724,6.0,0.2957237040008863,0.0,1
RE18,18,c,30,2,c30^2+,1,fn_missed,1,0,1,1,1,"[""c30 2+""]",1.577,75.31,3.0,1.482,0.19,trace_only,anchor_search,c30-OxidizedLoop^2+,-OxidizedLoop,,,0.5416953683834211,,,,,,,,,,,,,,0,0,c30-OxidizedLoop^2+,failed_isodec_rules,0,0,,0.82525991486189,0.8184501479050712,8.734027397202373,7.0,0.06299714766782538,0.0,1
RE18,18,c,33,3,c33^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c33-OxidizedLoop^3+ | -10.8 ppm | score=0.333 | css=0.736 | %H=51 | %2H=49 | +mix,-OxidizedLoop,0.33349045240783803,0.7364438598428081,0.4635560857110963,0.6075529122171206,8.0,0.6402310252143862,0.0,0.42106482673394774,0.4446220179051872,13.409497614779662,0.36758668578258297,0.3419695383089817,55.55555555555556,16.264958344124437,0.00013103619236489838,10.787790790795151,1,1,c33-OxidizedLoop^3+,ok,1,1,0.8202893577063957,0.8202893577063957,0.6705614782537899,9.641323477221977,6.0,0.23293945662608379,0.0,1
RE18,18,c,35,3,c35^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c35-OxidizedLoop^3+ | -27.4 ppm | score=0.263 | css=0.828 | %H=57 | %2H=0 | +mix,-OxidizedLoop,0.2630276280566125,0.8280150984265802,0.5357309629081876,0.6237334926932393,13.0,0.6354968302115492,0.3468256505101487,0.34846729733788095,0.8917385017401466,17.560415741995673,0.39096520977886934,0.07079248923757221,27.77777777777778,11.52887171795562,0.00011472483886960833,27.428668295891676,1,1,c35-OxidizedLoop^3+,ok,1,1,0.8024481014051434,0.8024481014051434,0.8333057600003716,1.6374084436049254,9.0,0.3445255831958192,0.0,1
RE18,18,c,36,2,c36^2+,1,tp_selected,1,1,1,1,0,"[""c36 2+""]",10.509,96.98,7.0,9.104,1.03,selected_final,accepted,c36-OxidizedLoop^2+ | 0.4 ppm | score=0.624 | css=0.920,-OxidizedLoop,0.6243652261450936,0.9197875984264338,0.8842707844557856,0.9962628332690366,8.0,0.6376895014509094,0.0,0.7286024527970867,3.6543214547539216,4.6831529578755875,0.722407597906268,0.7800872603641293,11.11111111111111,7.386735578150987,0.0007866468352338456,0.39470920836144163,1,1,c36-OxidizedLoop^2+,ok,1,1,0.9197875984264338,0.9197875984264338,0.8842707844557856,0.39470920836144163,8.0,0.2537088576665269,0.0,1
RE18,18,c,36,3,c36^3+,1,fn_missed,1,0,2,2,0,"[""c36 3+"", ""c36-2(H2O) 3+""]",10.312,82.15,7.0,8.983,2.88,trace_only,quality_gates,c36-OxidizedLoop^3+,-OxidizedLoop,0.5992344526616262,0.8807148960311983,0.8823403318744905,1.0,9.0,0.709,0.0,0.584,1.81,3.66,0.657,,0.0,,0.0005342918525863493,5.9373547592241325,0,0,c36-OxidizedLoop^3+,ok,1,1,0.8807148960311983,0.8807148960311983,0.8823403318744905,5.9373547592241325,9.0,0.2741222705474082,1.0,1
RE22,22,b,36,2,b36^2+,1,fn_missed,1,0,1,1,1,"[""b36 2+""]",11.707,89.59,6.0,9.093,0.49,trace_only,quality_gates,b36-OxidizedLoop^2+,-OxidizedLoop,0.647002932587225,0.9740429430670456,0.9740429430670458,1.0,9.0,0.711,0.0,0.659,4.95,5.33,0.826,,0.0,,0.0008732811140121845,2.8879482253710695,0,0,b36-OxidizedLoop^2+,ok,1,1,0.9740429430670456,0.9740429430670456,0.9740429430670458,2.8879482253710695,9.0,0.25945097428276426,0.0,1
RE22,22,c,3,1,c3^1+,1,tp_selected,1,1,1,1,0,"[""c3 1+""]",10.557,99.72,4.0,6.737,0.24,selected_final,accepted,c3-ThiylRadical^1+ | -0.4 ppm | score=0.628 | css=0.848 | %H=100 | %2H=0 | +mix,-ThiylRadical,0.6281911363791017,0.848082068957528,0.48888347534611254,0.9461564556751955,2.0,0.45201089114527204,0.05384354432480465,0.2415701668302257,0.9731675931799691,5.342595001070148,0.8988917384580716,0.9909696482777421,33.33333333333333,6.864668378902758,0.0002687554395126197,0.4185248435855385,1,1,c3^1+,ok,1,1,0.8480892889804537,0.8480892889804537,0.9954157534077971,1.930167577816244,2.0,0.516126382664927,0.0,1
RE22,22,c,5,1,c5^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c5-ThiylRadical^1+ | -2.7 ppm | score=0.579 | css=0.996 | %H=100 | %2H=0 | +mix,-ThiylRadical,0.5792908006682395,0.9956648123962508,0.5013046011253869,0.9201141621914902,2.0,0.5055395978662289,0.06778243502386139,0.3119789882379811,0.29927559610789617,11.792993346681502,0.8948774474612315,0.9975388285032444,50.0,12.866690325023308,8.445604873803308e-05,2.6977284364181005,1,1,c5^1+,ok,1,1,0.9956583334430126,0.9956583334430126,0.9956583334430126,3.7233845287448046,2.0,0.5041142388182192,0.0,1
RE22,22,c,6,1,c6^1+,1,tp_selected,1,1,1,1,1,"[""c6 1+""]",15.675,99.49,3.0,9.186,4.93,selected_final,accepted,c6-Persulfide^1+ | 4.1 ppm | score=0.869 | css=0.985 | %H=100 | %2H=0 | -mix,-Persulfide,0.86896073277391,0.9847217303267071,0.6660630399563754,1.0,4.0,0.0,0.0,0.0,2.787731510847344,9.385617834622352,0.8316503745414295,0.9688614225900982,0.0,11.64614850834048,0.0007940818102697998,4.09724180892579,1,1,c6^1+,failed_isodec_rules,0,0,,0.9481765233527877,0.994386976387943,3.5014194233516482,1.0,1.0,1.0,1
RE22,22,c,7,1,c7^1+,1,tp_selected,1,1,1,1,1,"[""c7 1+""]",7.515,99.99,4.0,4.107,4.51,selected_final,accepted,c7-OxidizedLoop^1+ | 5.4 ppm | score=0.832 | css=0.973,-OxidizedLoop,0.8319480569344321,0.9734575639777769,0.9966648839500444,0.9930314320532885,4.0,0.21293284867036533,0.0,0.08562805605596235,3.2770354128651964,2.0883453368512206,0.9045408262230762,0.9964743425018482,20.0,3.0919398340354443,0.0009357702349869451,5.417011515040063,1,1,c7-OxidizedLoop^1+,ok,1,1,0.9734575639777769,0.9734575639777769,0.9966648839500444,5.417011515040063,4.0,0.8541446695513703,1.0,1
RE22,22,c,8,1,c8^1+,1,tp_selected,1,1,1,1,1,"[""c8 1+""]",10.811,99.84,3.0,6.641,8.5,selected_final,accepted,c8-OxidizedLoop^1+ | 9.6 ppm | score=0.775 | css=0.966,-OxidizedLoop,0.7748962039183235,0.9656389377099892,0.9849866736972075,0.959921665515957,3.0,0.20497271073377799,0.0,0.10694822888283384,0.8630917131787192,3.2285069467229612,0.8196191343562333,0.9740627910090197,40.0,3.184152688313905,0.0002466492602262837,9.62461502470843,1,1,c8-OxidizedLoop^1+,ok,1,1,0.9656389377099892,0.9656389377099892,0.9849866736972075,9.62461502470843,3.0,0.801905073363536,1.0,1
RE22,22,c,9,1,c9^1+,1,tp_selected,1,1,1,1,1,"[""c9 1+""]",5.477,99.93,3.0,2.814,0.76,selected_final,accepted,c9-OxidizedLoop^1+ | 0.6 ppm | score=0.896 | css=0.991,-OxidizedLoop,0.8962759444396851,0.9907277087099844,0.9907277087099845,0.9902952053657548,4.0,0.027861786488223905,0.0,0.027861786488223905,1.4286268199735839,2.1653983542171855,0.883625949720988,0.9820564751612614,20.0,3.745220675999135,0.0004074847693646649,0.5509177184447247,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9907277087099844,0.9907277087099844,0.9907277087099845,0.5509177184447247,4.0,0.961750434182878,1.0,1
RE22,22,c,10,1,c10^1+,1,tp_selected,1,1,1,1,1,"[""c10 1+""]",15.989,99.97,3.0,9.185,2.84,selected_final,accepted,c10-OxidizedLoop^1+ | 2.8 ppm | score=0.890 | css=0.993,-OxidizedLoop,0.8903640639260344,0.9926709330928145,0.9954992094617785,1.0,5.0,0.17275368464088903,0.0,0.10869456531857813,38.60950467217505,2.070168732316283,0.8720211396289702,0.9947684596793268,0.0,3.7597672098405774,0.010903394255874672,2.806213211287936,1,1,c10-OxidizedLoop^1+,ok,1,1,0.9926709330928145,0.9926709330928145,0.9954992094617785,2.806213211287936,5.0,0.9378587661886671,1.0,1
RE22,22,c,11,1,c11^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c11-OxidizedLoop^1+ | -9.0 ppm | score=0.581 | css=0.917 | %H=0 | %2H=100 | +mix,-OxidizedLoop,0.580643657765393,0.9171611269893908,0.4078436573842693,1.0,5.0,0.678813989321342,0.0,0.5641620870444066,0.8895295099994125,4.774109485148119,0.6835183803681837,0.8523291509742291,0.0,11.904825309729796,0.0002464751958224543,9.049463324447443,1,1,c11-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.39398490997880864,0.39085845515529916,8.1621320812165,4.0,0.05821851770948736,0.0,1
RE22,22,c,13,2,c13^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c13-OxidizedLoop^2+ | 8.4 ppm | score=0.561 | css=0.845,-OxidizedLoop,0.5608817052987692,0.8452234952831246,0.8452234952831245,0.9100721968440051,3.0,0.3608773666625418,0.0,0.19297628813625534,0.8103039348101511,9.474857292792608,0.4984144901089993,0.7583882916296529,50.0,6.544961653491457,0.00010198433420365536,8.40677607659601,1,1,c13-OxidizedLoop^2+,ok,1,1,0.8452234952831246,0.8452234952831246,0.8452234952831245,8.40677607659601,3.0,0.38146668861790006,1.0,1
RE22,22,c,14,1,c14^1+,1,tp_selected,1,1,1,1,1,"[""c14 1+""]",3.996,74.43,3.0,6.392,8.2,selected_final,accepted,c14-OxidizedLoop^1+ | -12.1 ppm | score=0.672 | css=0.871,-OxidizedLoop,0.6721539297915277,0.8709193577708203,0.8691220096378689,0.8996685562087039,3.0,0.2445941155618575,0.0,0.9014430203297473,1.4747564216120461,1.3360546138152438,0.5402805631580309,0.7419408737031294,50.0,1.3671921525963848,0.00024560487380330723,12.058498580936696,1,1,c14-OxidizedLoop^1+,ok,1,1,0.8709193577708203,0.8709193577708203,0.8691220096378689,12.058498580936696,3.0,0.36700393475451976,1.0,1
RE22,22,c,17,2,c17^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c17-OxidizedLoop^2+ | -1.4 ppm | score=0.424 | css=0.881 | %H=41 | %2H=0 | +mix,-OxidizedLoop,0.42425597761543216,0.8814959684607607,0.5867823023667004,0.5010510360431667,3.0,0.46430922599454527,0.2609963424667632,0.0,0.3022294909917052,4.547303002459334,0.2943119002775771,0.6617079285602102,76.92307692307693,4.830596623447108,8.609225413402959e-05,1.4322249053558584,1,1,c17-OxidizedLoop^2+,ok,1,1,0.8921327060852048,0.8921327060852048,0.8921327060852048,1.4322249053558584,3.0,0.6090188318879773,1.0,1
RE22,22,c,18,2,c18^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c18-OxidizedLoop^2+ | -1.0 ppm | score=0.598 | css=0.915,-OxidizedLoop,0.5982032644365196,0.9145176000986911,0.9145176000986911,0.9819404492129312,5.0,0.5284135603057866,0.0,0.3147150379819884,0.7178487810393024,10.233834708870805,0.5675677451436826,0.700105517727075,28.57142857142857,9.71510377365192,0.00020365535248041775,0.9940296745116486,1,1,c18-OxidizedLoop^2+,ok,1,1,0.9145176000986911,0.9145176000986911,0.9145176000986911,0.9940296745116486,5.0,0.678147304145439,0.0,1
RE22,22,c,23,3,c23^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c23-OxidizedLoop^3+ | -12.4 ppm | score=0.281 | css=0.796 | %H=55 | %2H=0 | -mix,-OxidizedLoop,0.2808891456827537,0.7962542781841927,0.5969942627019778,0.2961565476487176,2.0,0.40222109476295176,0.3165392961436292,0.0,0.3418599170158004,11.16836607460649,0.11901519698510143,0.5753144447139693,85.71428571428571,8.391056917013268,8.692776327241079e-05,12.359837650245368,1,1,c23-OxidizedLoop^3+,ok,1,1,0.7891968810619635,0.7891968810619635,0.7891968810619636,2.8781975665640593,2.0,0.49947549461282903,0.0,1
RE22,22,c,24,1,c24^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c24-OxidizedLoop^1+ | 6.6 ppm | score=0.613 | css=0.853 | %H=100 | %2H=0 | -mix,-OxidizedLoop,0.6126534896261093,0.8533751233646767,0.48958016750990213,0.9907865367036399,6.0,0.6960438939964895,0.0,0.6977858238503181,269.9057039332198,1.6755648163687316,0.47031685680533647,0.8268538269075018,14.285714285714285,2.697119190854717,0.033054830287206266,6.61944646891218,1,1,c24-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6365733500519848,0.636644311978747,4.490941063470403,6.0,0.2979492373468897,0.0,1
RE22,22,c,33,2,c33^2+,1,tp_selected,1,1,1,1,1,"[""c33 2+""]",3.065,71.28,6.0,4.999,3.31,selected_final,accepted,c33-OxidizedLoop^2+ | -3.2 ppm | score=0.341 | css=0.767 | %H=49 | %2H=0 | -mix,-OxidizedLoop,0.3407710572320162,0.7671869411536032,0.49670667521131756,0.716288178289942,13.0,0.6418929199500373,0.33351596358736746,0.6072789501051601,1.0281145254168913,7.398792021655253,0.4470175070964336,0.013670070928612336,27.77777777777778,9.207200439434654,0.0001865970409051349,3.2243567501022055,1,1,c33-OxidizedLoop^2+,ok,1,1,0.7418359127204568,0.7418359127204568,0.7760055363641783,3.2243567501022055,9.0,0.15149801589769818,1.0,1
RE22,22,c,35,2,c35^2+,1,fn_missed,1,0,1,1,1,"[""c35 2+""]",3.648,75.88,6.0,4.39,0.24,trace_only,quality_gates,c35-OxidizedLoop^2+,-OxidizedLoop,0.0690951028890672,0.8169120057983098,0.5404824574083643,0.4627469878641269,10.0,0.794,0.705,0.781,0.85,12.74,0.186,,44.4,,0.00017528285465622282,12.092728872307385,0,0,c35-OxidizedLoop^2+,ok,1,1,0.8655543974209089,0.8655543974209089,0.8655543974209088,12.092728872307385,9.0,0.12503433002678283,0.0,1
RE22,22,c,36,2,c36^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c36-OxidizedLoop^2+ | -14.6 ppm | score=0.444 | css=0.796,-OxidizedLoop,0.4438598014330709,0.7957090308564608,0.7915316009412591,0.9894315895202568,8.0,0.6792301357636764,0.0,0.723599683654073,2.886400915993499,12.996781129721237,0.5455667334739459,0.251746069714537,11.11111111111111,11.76786608490871,0.0002804177545691906,14.566043040654918,1,1,c36-OxidizedLoop^2+,ok,1,1,0.7957090308564608,0.7957090308564608,0.7915316009412591,14.566043040654918,8.0,0.14824799630784202,0.0,1
RE22,22,c,36,3,c36^3+,1,tp_selected,1,1,1,1,1,"[""c36 3+""]",10.472,83.72,4.0,8.325,0.02,selected_final,accepted,c36-OxidizedLoop^3+ | 2.6 ppm | score=0.534 | css=0.857 | %H=30 | %2H=0 | +mix,-OxidizedLoop,0.5344501704969614,0.8571816293291513,0.5486795592586711,0.7685758113156023,11.0,0.5792659934613169,0.0,0.3104963296460025,1.936733943427136,5.973815272990234,0.5563271372820436,0.8027602071721736,35.294117647058826,8.931892113540663,0.0005338555265448216,2.5752669643092863,1,1,c36-OxidizedLoop^3+,ok,1,1,0.9190120774573224,0.9190120774573224,0.9226859871503164,2.5752669643092863,9.0,0.5138308783700996,1.0,1
RE25,25,b,15,1,b15^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b15-OxidizedLoop^1+ | 26.7 ppm | score=0.570 | css=0.917,-OxidizedLoop,0.5696428769358046,0.9165605367795409,0.921978450584024,0.6936253719495459,2.0,0.29206481096801007,0.2131508107537048,0.9091343931121311,0.986216107148578,4.555308496100173,0.6002226459863764,0.9090457424275894,66.66666666666666,3.3317115147842697,0.0003464006938421509,26.67535635095237,1,1,b15-OxidizedLoop^1+,ok,1,1,0.9165605367795409,0.9165605367795409,0.921978450584024,26.67535635095237,2.0,0.7788051100955545,1.0,1
RE25,25,b,24,1,b24^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b24-OxidizedLoop^1+ | 14.7 ppm | score=0.441 | css=0.751,-OxidizedLoop,0.44123542150655165,0.7511103535442429,0.664874745877078,0.9238723466826263,5.0,0.6865525008503315,0.0,0.8372192881800825,12.97321279667318,5.13694178720485,0.37753065757424775,0.4928655150426457,28.57142857142857,5.38923696205088,0.00044891587163920204,14.706929776720093,1,1,b24-OxidizedLoop^1+,ok,1,1,0.7536915506963828,0.7536915506963828,0.664874745877078,14.706929776720093,6.0,0.08613264508549022,0.0,1
RE25,25,b,36,1,b36^1+,1,tp_selected,1,1,2,2,2,"[""b36 1+""]",2.068,64.11,5.0,2.348,0.17,selected_final,accepted,b36-OxidizedLoop^1+ | 7.7 ppm | score=0.620 | css=0.919,-OxidizedLoop,0.6199347039592522,0.9193442312047068,0.8797299058716945,0.8446418229078017,5.0,0.34664246823956435,0.0,0.48381546402839015,1.4633835719208788,8.557009879025394,0.6171601753458114,0.8452132535239769,44.44444444444444,9.752026029872813,8.128360797918474e-05,7.733292642557158,1,1,b36-OxidizedLoop^1+,ok,1,1,0.9193442312047068,0.9193442312047068,0.8797299058716945,7.733292642557158,5.0,0.7258545198260234,1.0,1
RE25,25,b,36,2,b36^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b36-OxidizedLoop^2+ | 6.1 ppm | score=0.625 | css=0.931,-OxidizedLoop,0.6250439081195448,0.9307590027675514,0.9524346075622675,1.0,9.0,0.607390802660962,0.0,0.7355666807926851,2.6303867087717823,13.311643199248305,0.7172127199467336,0.8102116642747393,0.0,9.266947660735248,0.0008220294882914138,6.085528840422244,1,1,b36-OxidizedLoop^2+,ok,1,1,0.9524346075622672,0.9524346075622672,0.9524346075622675,6.085528840422244,9.0,0.24363083023053658,1.0,1
RE25,25,b,36,3,b36^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b36-OxidizedLoop^3+ | -13.0 ppm | score=0.478 | css=0.722,-OxidizedLoop,0.47816776247022735,0.7224913512578965,0.776762993998382,0.9732532496523875,8.0,0.5560453044041276,0.0,0.3105902051067392,0.9049996910475986,8.599396740493733,0.4997380509229822,0.4054520294249227,11.11111111111111,8.535086213817289,0.0001267129228100607,12.983488849367284,1,1,b36-OxidizedLoop^3+,ok,1,1,0.7224913512578965,0.7224913512578965,0.776762993998382,12.983488849367284,8.0,0.15491998364581258,1.0,1
RE25,25,c,3,1,c3^1+,1,tp_selected,1,1,1,1,1,"[""c3 1+""]",13.142,99.99,3.0,9.119,7.94,selected_final,accepted,c3^1+ | 8.0 ppm | score=0.755 | css=0.964,-Thiol,0.7545362125451317,0.9642061823335234,0.9845089087585094,0.94614260815541,2.0,0.13913100898045427,0.05385739184459004,0.0,0.3737202040939513,5.772051101589632,0.8566981733379488,0.9696479997255779,33.33333333333333,7.4138306730235275,0.00016700780572419775,7.98224794319107,1,1,c3^1+,ok,1,1,0.9642061823335234,0.9642061823335234,0.9845089087585094,7.98224794319107,2.0,0.7493106708927629,1.0,1
RE25,25,c,5,1,c5^1+,0,fp_selected,1,1,1,0,0,"[""c5 1+""]",1.434,99.9,2.0,0.342,6.87,selected_final,accepted,c5-ThiylRadical^1+ | 7.0 ppm | score=0.617 | css=0.704 | %H=100 | %2H=0 | +mix,-ThiylRadical,0.6171983825524856,0.704183009320739,0.3807438391337521,0.9870165471673364,3.0,0.27746063609560245,0.0,0.27746063609560245,0.2102520843255004,5.1331343085248005,0.7673961203166768,0.38187519422497723,25.0,6.841855417780598,7.273200346921075e-05,7.01708310763218,1,1,c5^1+,ok,1,1,0.7042225451856791,0.7042225451856791,0.704222545185679,5.99141705122295,3.0,0.3572193609038016,1.0,1
RE25,25,c,6,1,c6^1+,1,tp_selected,1,1,1,1,1,"[""c6 1+""]",9.266,99.97,3.0,5.394,0.82,selected_final,accepted,c6-Persulfide^1+ | 3.0 ppm | score=0.718 | css=0.988 | %H=100 | %2H=0 | -mix,-Persulfide,0.7183461020540935,0.9876210767169821,0.6860013987696142,0.8713174129893934,2.0,0.21983640595856346,0.10588740764307425,0.20030919866013897,1.0865028874231513,3.7727720675905565,0.6887645497400543,0.9843897785176178,50.0,3.8157574760350683,0.00048169991326973114,3.048204037865299,1,1,c6^1+,failed_isodec_rules,0,0,,0.9481765233527877,0.9813733293097004,2.784791390428169,1.0,1.0,1.0,1
RE25,25,c,7,1,c7^1+,1,tp_selected,1,1,1,1,1,"[""c7 1+""]",7.007,100.0,3.0,3.772,0.69,selected_final,accepted,c7-OxidizedLoop^1+ | -1.2 ppm | score=0.849 | css=0.984,-OxidizedLoop,0.84924799020526,0.9835678897043361,0.9975042978265367,0.9930314320532885,4.0,0.24642562903804377,0.0,0.11140059544422432,1.9952162549744077,0.39387363725443003,0.9334961475007819,0.9968905399047321,20.0,0.4820886265850322,0.0008796183868169992,1.228796302616358,1,1,c7-OxidizedLoop^1+,ok,1,1,0.9835678897043361,0.9835678897043361,0.9975042978265367,1.228796302616358,4.0,0.7885404096816645,1.0,1
RE25,25,c,8,1,c8^1+,1,fn_missed,1,0,1,1,1,"[""c8 1+""]",4.732,99.85,3.0,2.89,5.86,trace_only,isodec_rules,c8-OxidizedLoop^1+,-OxidizedLoop,,0.6727887249823508,0.6186178491995423,,,,,,,,,,,,,8.758647091832945,0,0,c8-OxidizedLoop^1+,ok,1,1,0.8160357518881719,0.8160357518881719,0.9524922068212079,8.758647091832945,4.0,0.41203272135403163,0.0,1
RE25,25,c,9,1,c9^1+,1,tp_selected,1,1,1,1,1,"[""c9 1+""]",4.702,99.03,3.0,2.841,0.24,selected_final,accepted,c9-OxidizedLoop^1+ | 1.2 ppm | score=0.704 | css=0.954,-OxidizedLoop,0.7037602465427107,0.9540776985149355,0.9704252888813016,0.9532905962895332,3.0,0.4283304277447567,0.0,0.36610118146016357,0.6932855751334766,3.017643819756457,0.775210888675481,0.9440743924212809,40.0,2.242149689738424,0.00029956634865568085,1.2106994171592127,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9540776985149355,0.9540776985149355,0.9704252888813016,1.2106994171592127,3.0,0.48972297280215427,1.0,1
RE25,25,c,10,1,c10^1+,1,tp_selected,1,1,1,1,1,"[""c10 1+""]",15.666,100.0,4.0,9.185,3.25,selected_final,accepted,c10-OxidizedLoop^1+ | 3.7 ppm | score=0.936 | css=0.995,-OxidizedLoop,0.9357634681353483,0.994747751614874,0.9980483269300024,1.0,5.0,0.09462342721345685,0.0,0.04705006169575188,25.42929276699051,1.607470599959904,0.9217352955990545,0.998620294452154,0.0,2.602616776002276,0.01070251517779705,3.650892773228345,1,1,c10-OxidizedLoop^1+,ok,1,1,0.994747751614874,0.994747751614874,0.9980483269300024,3.650892773228345,5.0,0.9785600588153147,1.0,1
RE25,25,c,11,1,c11^1+,0,fp_selected,1,1,1,0,0,"[""c11 1+""]",0.269,0.0,1.0,0.0,8.3,selected_final,accepted,c11-OxidizedLoop^1+ | 12.9 ppm | score=0.535 | css=0.829 | %H=100 | %2H=0 | -mix,-OxidizedLoop,0.5350255300806208,0.8285243635714925,0.48222242371125595,1.0,5.0,0.697251214893994,0.0,0.6576954715150493,0.6138333302636722,9.36807770795311,0.7163310614780158,0.7473382726805722,0.0,9.720835973638366,0.00024960971379011277,12.90854694950301,1,1,c11-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.5754977282427235,0.5754977282427235,9.750553817126157,5.0,0.07769677477276166,0.0,1
